dataset,n_total,n_exposed,n_unexposed,smd,p_exposed,p_unexposed,or,or_ci_lower,or_ci_upper,balance_ok
stroke_1_4,429,91,338,-0.05275021195850509,0.615041208410266,0.6405315280686944,0.8966238085477954,0.5288570655030348,1.5201352246094562,TRUE
tbi_1_4,2217,460,1757,0.1623991149591017,0.7047353077543863,0.6284258440581793,1.411256568113969,1.155998617096098,1.7228784460381865,FALSE
